device_id,timestamp,vibration_x,vibration_y,vibration_z,temperature,pressure,rpm,current,operational_state,failure_type,time_to_failure
1,2025-11-23T05:29:38.319009,0.024835707650561634,-0.006913215058559233,0.032384426905034625,58.576602149666044,1.1310494304387548,1086.3661743889265,9.060996965865094,0,,
1,2025-11-23T05:29:39.319009,0.03837173645763973,-0.023473719296752158,0.02712800217929511,58.179812639821954,1.1293615718455787,1091.1271666740788,7.314750435782498,0,,
1,2025-11-23T05:29:40.319009,-0.08624589162566307,-0.028114376462057736,-0.05064155601672744,58.33584564490349,1.125564055766419,1074.5845069450656,9.004214942572174,0,,
1,2025-11-23T05:29:41.319009,-0.01128881502433299,0.003376410234383415,-0.07123740931068222,58.164619633479404,1.1363740032289442,1077.1976081841954,8.459239567284234,0,,
1,2025-11-23T05:29:42.319009,-0.030031934495963093,-0.01458468748968204,-0.030085330611482355,58.64445181528623,1.1357428908102576,1078.1304346688594,8.682663014162992,0,,
1,2025-11-23T05:29:43.319009,-0.06104218249859059,0.010443179750235123,-0.0979835061940055,58.008858968604756,1.1384497464884291,1096.0922097583725,8.357074698706382,0,,
1,2025-11-23T05:29:44.319009,-0.005782414119424439,-0.015055184779489994,-0.07392609951839013,58.1310273367055,1.132465822003237,1099.2787662206076,8.443199702895628,0,,
1,2025-11-23T05:29:45.319009,-0.08815200776816574,0.016204198469684298,-0.01925411402083662,58.14011177832325,1.1437655199900476,1099.017539183378,8.737030617669497,0,,
1,2025-11-23T05:29:46.319009,-0.041960876161177614,-0.015460618792597133,0.016563171570153183,58.47110520380891,1.1334167585485526,1086.8509541917804,7.718223071108383,0,,
1,2025-11-23T05:29:47.319009,-0.05981033120409586,0.04062629111969255,0.06781200142851192,58.26209415406837,1.1487845611146985,1092.3239042088949,7.948830680808835,0,,
1,2025-11-23T05:29:48.319009,0.01806978027534174,0.07690182832329316,-0.0017913019555310286,58.58992490954724,1.1130713656680156,1096.9265690021707,8.314914092230483,0,,
1,2025-11-23T05:29:49.319009,-0.014950367523388965,0.004588038826704958,-0.09937844573007795,58.233561800816936,1.1433363297985926,1103.4864844058336,8.012255448974575,0,,
1,2025-11-23T05:29:50.319009,-0.04042468014468421,-0.025087852179277937,0.04577010588506619,58.34374640031638,1.1349388332076047,1093.840218289552,8.319929332785417,0,,
1,2025-11-23T05:29:51.319009,0.048432249526603,-0.03510265469390667,-0.01638310732993015,58.200074547758014,1.1260455009788812,1091.6687467290642,8.401918194201341,0,,
1,2025-11-23T05:29:52.319009,0.0002556728320649485,-0.01172935666886825,-0.07076853710256231,58.194867113831364,1.1376689514484786,1080.6847712662022,8.190747702278394,0,,
1,2025-11-23T05:29:53.319009,0.020202542840554297,0.09430929506044165,0.00872889064154614,58.331006256528994,1.140736674972076,1069.519831805428,8.258133620386788,0,,
1,2025-11-23T05:29:54.319009,0.003011510496959954,0.12316210562419151,-0.009618048239106152,58.340305646851164,1.141487125743956,1077.020763582223,8.842801965368908,0,,
1,2025-11-23T05:29:55.319009,0.0375966516343286,0.0395515973520916,-0.045469372739791195,58.56105504057166,1.1281355203585042,1094.5761148964211,9.366618371016386,0,,
1,2025-11-23T05:29:56.319009,-0.04952681625665906,-0.028314886480173305,0.004982568254323597,58.1803010475612,1.126932600399987,1089.3931737064788,7.7402387012483445,0,,
1,2025-11-23T05:29:57.319009,0.023679621531715697,-0.045971211711796724,0.07749672025081429,58.124845519917194,1.139468113882814,1096.8427161321151,7.65595839989442,0,,
1,2025-11-23T05:29:58.319009,0.01137299673004856,0.06535713771411082,-0.0803741617281283,58.3189229500909,1.145500357291424,1096.5257726761915,7.652915202672356,0,,
1,2025-11-23T05:29:59.319009,-0.06602283065429047,0.026097078280776422,0.014849233661596921,58.332594748453616,1.1465412778922444,1081.9072967426334,8.387517406691899,0,,
1,2025-11-23T05:30:00.319009,0.01465362366474288,-0.0357175709014587,0.09328872555717123,58.3777627625668,1.1313008017212487,1095.2730800447569,7.784049722997737,0,,
1,2025-11-23T05:30:01.319009,0.03935423018701268,0.05792977895032586,-0.04103411591765634,58.476171404233305,1.1474399204684982,1096.9281455583634,9.219787049438372,0,,
1,2025-11-23T05:30:02.319009,-0.012269405800193173,-0.0376868082179767,-0.044475721481351205,58.120834121391354,1.14260021437613,1092.119063706585,8.409735957776407,0,,
1,2025-11-23T05:30:03.319009,0.04135916245163702,0.0006500945937072974,0.07267670385778659,58.23156481173685,1.1705926558518844,1094.9642174360686,7.842811779903256,0,,
1,2025-11-23T05:30:04.319009,-0.053544624903138535,0.02412362076208116,-0.011173139266376024,58.42779627720286,1.1481036077160065,1087.9792548318496,7.847993699077195,0,,
